Date,Hour,Daily Peak Probability
9/26/2009,19,0.059
9/26/2009,20,0.063
9/26/2009,21,0.067
9/26/2009,22,0.071
9/26/2009,23,0.075
9/26/2009,24,0.080
9/27/2009,1,0.018
9/27/2009,2,0.020
9/27/2009,3,0.021
9/27/2009,4,0.022
9/27/2009,5,0.024
9/27/2009,6,0.026
9/27/2009,7,0.027
9/27/2009,8,0.029
9/27/2009,9,0.031
9/27/2009,10,0.033
9/27/2009,11,0.035
9/27/2009,12,0.038
9/27/2009,13,0.040
9/27/2009,14,0.043
9/27/2009,15,0.046
9/27/2009,16,0.049
9/27/2009,17,0.052
9/27/2009,18,0.055
9/27/2009,19,0.059
9/27/2009,20,0.063
9/27/2009,21,0.067
9/27/2009,22,0.071
9/27/2009,23,0.076
9/27/2009,24,0.081
9/28/2009,1,0.018
9/28/2009,2,0.020
9/28/2009,3,0.021
9/28/2009,4,0.022
9/28/2009,5,0.024
9/28/2009,6,0.026
9/28/2009,7,0.027
9/28/2009,8,0.029
9/28/2009,9,0.031
9/28/2009,10,0.033
9/28/2009,11,0.035
9/28/2009,12,0.038
9/28/2009,13,0.040
9/28/2009,14,0.043
9/28/2009,15,0.046
9/28/2009,16,0.049
9/28/2009,17,0.052
9/28/2009,18,0.055
9/28/2009,19,0.059
9/28/2009,20,0.063
9/28/2009,21,0.067
9/28/2009,22,0.071
9/28/2009,23,0.076
9/28/2009,24,0.081
9/29/2009,1,0.018
9/29/2009,2,0.020
9/29/2009,3,0.021
9/29/2009,4,0.022
9/29/2009,5,0.024
9/29/2009,6,0.026
9/29/2009,7,0.027
9/29/2009,8,0.029
9/29/2009,9,0.031
9/29/2009,10,0.033
9/29/2009,11,0.035
9/29/2009,12,0.038
9/29/2009,13,0.040
9/29/2009,14,0.043
9/29/2009,15,0.046
9/29/2009,16,0.049
9/29/2009,17,0.052
9/29/2009,18,0.055
9/29/2009,19,0.059
9/29/2009,20,0.063
9/29/2009,21,0.067
9/29/2009,22,0.071
9/29/2009,23,0.076
9/29/2009,24,0.081
9/30/2009,1,0.018
9/30/2009,2,0.020
9/30/2009,3,0.021
9/30/2009,4,0.022
9/30/2009,5,0.024
9/30/2009,6,0.026
9/30/2009,7,0.027
9/30/2009,8,0.029
9/30/2009,9,0.031
9/30/2009,10,0.033
9/30/2009,11,0.035
9/30/2009,12,0.038
9/30/2009,13,0.040
9/30/2009,14,0.043
9/30/2009,15,0.046
9/30/2009,16,0.049
9/30/2009,17,0.052
9/30/2009,18,0.055
9/30/2009,19,0.059
9/30/2009,20,0.063
9/30/2009,21,0.067
9/30/2009,22,0.071
9/30/2009,23,0.076
9/30/2009,24,0.081
10/1/2009,1,0.018
10/1/2009,2,0.020
10/1/2009,3,0.021
10/1/2009,4,0.022
10/1/2009,5,0.024
10/1/2009,6,0.026
10/1/2009,7,0.027
10/1/2009,8,0.029
10/1/2009,9,0.031
10/1/2009,10,0.033
10/1/2009,11,0.035
10/1/2009,12,0.038
10/1/2009,13,0.040
10/1/2009,14,0.043
10/1/2009,15,0.046
10/1/2009,16,0.049
10/1/2009,17,0.052
10/1/2009,18,0.055
10/1/2009,19,0.059
10/1/2009,20,0.063
10/1/2009,21,0.067
10/1/2009,22,0.071
10/1/2009,23,0.076
10/1/2009,24,0.081
10/2/2009,1,0.018
10/2/2009,2,0.020
10/2/2009,3,0.021
10/2/2009,4,0.022
10/2/2009,5,0.024
10/2/2009,6,0.025
10/2/2009,7,0.027
10/2/2009,8,0.029
10/2/2009,9,0.031
10/2/2009,10,0.033
10/2/2009,11,0.035
10/2/2009,12,0.038
10/2/2009,13,0.040
10/2/2009,14,0.043
10/2/2009,15,0.046
10/2/2009,16,0.049
10/2/2009,17,0.052
10/2/2009,18,0.055
10/2/2009,19,0.059
10/2/2009,20,0.063
10/2/2009,21,0.067
10/2/2009,22,0.071
10/2/2009,23,0.076
10/2/2009,24,0.080
10/3/2009,1,0.018
10/3/2009,2,0.020
10/3/2009,3,0.021
10/3/2009,4,0.022
10/3/2009,5,0.024
10/3/2009,6,0.025
10/3/2009,7,0.027
10/3/2009,8,0.029
10/3/2009,9,0.031
10/3/2009,10,0.033
10/3/2009,11,0.035
10/3/2009,12,0.038
10/3/2009,13,0.040
10/3/2009,14,0.043
10/3/2009,15,0.046
10/3/2009,16,0.049
10/3/2009,17,0.052
10/3/2009,18,0.055
10/3/2009,19,0.059
10/3/2009,20,0.063
10/3/2009,21,0.067
10/3/2009,22,0.071
10/3/2009,23,0.076
10/3/2009,24,0.080
10/4/2009,1,0.018
10/4/2009,2,0.020
10/4/2009,3,0.021
10/4/2009,4,0.022
10/4/2009,5,0.024
10/4/2009,6,0.026
10/4/2009,7,0.027
10/4/2009,8,0.029
10/4/2009,9,0.031
10/4/2009,10,0.033
10/4/2009,11,0.035
10/4/2009,12,0.038
10/4/2009,13,0.040
10/4/2009,14,0.043
10/4/2009,15,0.046
10/4/2009,16,0.049
10/4/2009,17,0.052
10/4/2009,18,0.056
10/4/2009,19,0.059
10/4/2009,20,0.063
10/4/2009,21,0.067
10/4/2009,22,0.071
10/4/2009,23,0.076
10/4/2009,24,0.081
10/5/2009,1,0.018
10/5/2009,2,0.020
10/5/2009,3,0.021
10/5/2009,4,0.022
10/5/2009,5,0.024
10/5/2009,6,0.026
10/5/2009,7,0.027
10/5/2009,8,0.029
10/5/2009,9,0.031
10/5/2009,10,0.033
10/5/2009,11,0.035
10/5/2009,12,0.038
10/5/2009,13,0.040
10/5/2009,14,0.043
10/5/2009,15,0.046
10/5/2009,16,0.049
10/5/2009,17,0.052
10/5/2009,18,0.056
10/5/2009,19,0.059
10/5/2009,20,0.063
10/5/2009,21,0.067
10/5/2009,22,0.071
10/5/2009,23,0.076
10/5/2009,24,0.081
10/6/2009,1,0.018
10/6/2009,2,0.020
10/6/2009,3,0.021
10/6/2009,4,0.022
10/6/2009,5,0.024
10/6/2009,6,0.026
10/6/2009,7,0.027
10/6/2009,8,0.029
10/6/2009,9,0.031
10/6/2009,10,0.033
10/6/2009,11,0.035
10/6/2009,12,0.038
10/6/2009,13,0.040
10/6/2009,14,0.043
10/6/2009,15,0.046
10/6/2009,16,0.049
10/6/2009,17,0.052
10/6/2009,18,0.055
10/6/2009,19,0.059
10/6/2009,20,0.063
10/6/2009,21,0.067
10/6/2009,22,0.071
10/6/2009,23,0.076
10/6/2009,24,0.081
10/7/2009,1,0.018
10/7/2009,2,0.020
10/7/2009,3,0.021
10/7/2009,4,0.022
10/7/2009,5,0.024
10/7/2009,6,0.026
10/7/2009,7,0.027
10/7/2009,8,0.029
10/7/2009,9,0.031
10/7/2009,10,0.033
10/7/2009,11,0.035
10/7/2009,12,0.038
10/7/2009,13,0.040
10/7/2009,14,0.043
10/7/2009,15,0.046
10/7/2009,16,0.049
10/7/2009,17,0.052
10/7/2009,18,0.055
10/7/2009,19,0.059
10/7/2009,20,0.063
10/7/2009,21,0.067
10/7/2009,22,0.071
10/7/2009,23,0.076
10/7/2009,24,0.081
10/8/2009,1,0.018
10/8/2009,2,0.020
10/8/2009,3,0.021
10/8/2009,4,0.022
10/8/2009,5,0.024
10/8/2009,6,0.026
10/8/2009,7,0.027
10/8/2009,8,0.029
10/8/2009,9,0.031
10/8/2009,10,0.033
10/8/2009,11,0.035
10/8/2009,12,0.038
10/8/2009,13,0.040
10/8/2009,14,0.043
10/8/2009,15,0.046
10/8/2009,16,0.049
10/8/2009,17,0.052
10/8/2009,18,0.055
10/8/2009,19,0.059
10/8/2009,20,0.063
10/8/2009,21,0.067
10/8/2009,22,0.071
10/8/2009,23,0.076
10/8/2009,24,0.081
10/9/2009,1,0.018
10/9/2009,2,0.020
10/9/2009,3,0.021
10/9/2009,4,0.022
10/9/2009,5,0.024
10/9/2009,6,0.025
10/9/2009,7,0.027
10/9/2009,8,0.029
10/9/2009,9,0.031
10/9/2009,10,0.033
10/9/2009,11,0.035
10/9/2009,12,0.038
10/9/2009,13,0.040
10/9/2009,14,0.043
10/9/2009,15,0.046
10/9/2009,16,0.049
10/9/2009,17,0.052
10/9/2009,18,0.055
10/9/2009,19,0.059
10/9/2009,20,0.063
10/9/2009,21,0.067
10/9/2009,22,0.071
10/9/2009,23,0.076
10/9/2009,24,0.080
10/10/2009,1,0.018
10/10/2009,2,0.020
10/10/2009,3,0.021
10/10/2009,4,0.022
10/10/2009,5,0.024
10/10/2009,6,0.025
10/10/2009,7,0.027
10/10/2009,8,0.029
10/10/2009,9,0.031
10/10/2009,10,0.033
10/10/2009,11,0.035
10/10/2009,12,0.038
10/10/2009,13,0.040
10/10/2009,14,0.043
10/10/2009,15,0.046
10/10/2009,16,0.049
10/10/2009,17,0.052
10/10/2009,18,0.055
10/10/2009,19,0.059
10/10/2009,20,0.063
10/10/2009,21,0.067
10/10/2009,22,0.071
10/10/2009,23,0.076
10/10/2009,24,0.080
10/11/2009,1,0.018
10/11/2009,2,0.020
10/11/2009,3,0.021
10/11/2009,4,0.022
10/11/2009,5,0.024
10/11/2009,6,0.026
10/11/2009,7,0.027
10/11/2009,8,0.029
10/11/2009,9,0.031
10/11/2009,10,0.033
10/11/2009,11,0.035
10/11/2009,12,0.038
10/11/2009,13,0.040
10/11/2009,14,0.043
10/11/2009,15,0.046
10/11/2009,16,0.049
10/11/2009,17,0.052
10/11/2009,18,0.056
10/11/2009,19,0.059
10/11/2009,20,0.063
10/11/2009,21,0.067
10/11/2009,22,0.071
10/11/2009,23,0.076
10/11/2009,24,0.081
10/12/2009,1,0.018
10/12/2009,2,0.020
10/12/2009,3,0.021
10/12/2009,4,0.022
10/12/2009,5,0.024
10/12/2009,6,0.026
10/12/2009,7,0.027
10/12/2009,8,0.029
10/12/2009,9,0.031
10/12/2009,10,0.033
10/12/2009,11,0.035
10/12/2009,12,0.038
10/12/2009,13,0.040
10/12/2009,14,0.043
10/12/2009,15,0.046
10/12/2009,16,0.049
10/12/2009,17,0.052
10/12/2009,18,0.056
10/12/2009,19,0.059
10/12/2009,20,0.063
10/12/2009,21,0.067
10/12/2009,22,0.071
10/12/2009,23,0.076
10/12/2009,24,0.081
10/13/2009,1,0.018
10/13/2009,2,0.020
10/13/2009,3,0.021
10/13/2009,4,0.022
10/13/2009,5,0.024
10/13/2009,6,0.026
10/13/2009,7,0.027
10/13/2009,8,0.029
10/13/2009,9,0.031
10/13/2009,10,0.033
10/13/2009,11,0.035
10/13/2009,12,0.038
10/13/2009,13,0.040
10/13/2009,14,0.043
10/13/2009,15,0.046
10/13/2009,16,0.049
10/13/2009,17,0.052
10/13/2009,18,0.055
10/13/2009,19,0.059
10/13/2009,20,0.063
10/13/2009,21,0.067
10/13/2009,22,0.071
10/13/2009,23,0.076
10/13/2009,24,0.081
10/14/2009,1,0.018
10/14/2009,2,0.020
10/14/2009,3,0.021
10/14/2009,4,0.022
10/14/2009,5,0.024
10/14/2009,6,0.026
10/14/2009,7,0.027
10/14/2009,8,0.029
10/14/2009,9,0.031
10/14/2009,10,0.033
10/14/2009,11,0.035
10/14/2009,12,0.038
10/14/2009,13,0.040
10/14/2009,14,0.043
10/14/2009,15,0.046
10/14/2009,16,0.049
10/14/2009,17,0.052
10/14/2009,18,0.055
10/14/2009,19,0.059
10/14/2009,20,0.063
10/14/2009,21,0.067
10/14/2009,22,0.071
10/14/2009,23,0.076
10/14/2009,24,0.081
10/15/2009,1,0.018
10/15/2009,2,0.020
10/15/2009,3,0.021
10/15/2009,4,0.022
10/15/2009,5,0.024
10/15/2009,6,0.026
10/15/2009,7,0.027
10/15/2009,8,0.029
10/15/2009,9,0.031
10/15/2009,10,0.033
10/15/2009,11,0.035
10/15/2009,12,0.038
10/15/2009,13,0.040
10/15/2009,14,0.043
10/15/2009,15,0.046
10/15/2009,16,0.049
10/15/2009,17,0.052
10/15/2009,18,0.055
10/15/2009,19,0.059
10/15/2009,20,0.063
10/15/2009,21,0.067
10/15/2009,22,0.071
10/15/2009,23,0.076
10/15/2009,24,0.081
10/16/2009,1,0.018
10/16/2009,2,0.020
10/16/2009,3,0.021
10/16/2009,4,0.022
10/16/2009,5,0.024
10/16/2009,6,0.025
10/16/2009,7,0.027
10/16/2009,8,0.029
10/16/2009,9,0.031
10/16/2009,10,0.033
10/16/2009,11,0.035
10/16/2009,12,0.038
10/16/2009,13,0.040
10/16/2009,14,0.043
10/16/2009,15,0.046
10/16/2009,16,0.049
10/16/2009,17,0.052
10/16/2009,18,0.055
10/16/2009,19,0.059
10/16/2009,20,0.063
10/16/2009,21,0.067
10/16/2009,22,0.071
10/16/2009,23,0.076
10/16/2009,24,0.080
10/17/2009,1,0.018
10/17/2009,2,0.020
10/17/2009,3,0.021
10/17/2009,4,0.022
10/17/2009,5,0.024
10/17/2009,6,0.025
10/17/2009,7,0.027
10/17/2009,8,0.029
10/17/2009,9,0.031
10/17/2009,10,0.033
10/17/2009,11,0.035
10/17/2009,12,0.038
10/17/2009,13,0.040
10/17/2009,14,0.043
10/17/2009,15,0.046
10/17/2009,16,0.049
10/17/2009,17,0.052
10/17/2009,18,0.055
10/17/2009,19,0.059
10/17/2009,20,0.063
10/17/2009,21,0.067
10/17/2009,22,0.071
10/17/2009,23,0.076
10/17/2009,24,0.080
10/18/2009,1,0.018
10/18/2009,2,0.020
10/18/2009,3,0.021
10/18/2009,4,0.022
10/18/2009,5,0.024
10/18/2009,6,0.026
10/18/2009,7,0.027
10/18/2009,8,0.029
10/18/2009,9,0.031
10/18/2009,10,0.033
10/18/2009,11,0.035
10/18/2009,12,0.038
10/18/2009,13,0.040
10/18/2009,14,0.043
10/18/2009,15,0.046
10/18/2009,16,0.049
10/18/2009,17,0.052
10/18/2009,18,0.056
10/18/2009,19,0.059
10/18/2009,20,0.063
10/18/2009,21,0.067
10/18/2009,22,0.071
10/18/2009,23,0.076
10/18/2009,24,0.081
10/19/2009,1,0.018
10/19/2009,2,0.020
10/19/2009,3,0.021
10/19/2009,4,0.022
10/19/2009,5,0.024
10/19/2009,6,0.026
10/19/2009,7,0.027
10/19/2009,8,0.029
10/19/2009,9,0.031
10/19/2009,10,0.033
10/19/2009,11,0.035
10/19/2009,12,0.038
10/19/2009,13,0.040
10/19/2009,14,0.043
10/19/2009,15,0.046
10/19/2009,16,0.049
10/19/2009,17,0.052
10/19/2009,18,0.056
10/19/2009,19,0.059
10/19/2009,20,0.063
10/19/2009,21,0.067
10/19/2009,22,0.071
10/19/2009,23,0.076
10/19/2009,24,0.081
10/20/2009,1,0.018
10/20/2009,2,0.020
10/20/2009,3,0.021
10/20/2009,4,0.022
10/20/2009,5,0.024
10/20/2009,6,0.026
10/20/2009,7,0.027
10/20/2009,8,0.029
10/20/2009,9,0.031
10/20/2009,10,0.033
10/20/2009,11,0.035
10/20/2009,12,0.038
10/20/2009,13,0.040
10/20/2009,14,0.043
10/20/2009,15,0.046
10/20/2009,16,0.049
10/20/2009,17,0.052
10/20/2009,18,0.055
10/20/2009,19,0.059
10/20/2009,20,0.063
10/20/2009,21,0.067
10/20/2009,22,0.071
10/20/2009,23,0.076
10/20/2009,24,0.081
10/21/2009,1,0.018
10/21/2009,2,0.020
10/21/2009,3,0.021
10/21/2009,4,0.022
10/21/2009,5,0.024
10/21/2009,6,0.026
10/21/2009,7,0.027
10/21/2009,8,0.029
10/21/2009,9,0.031
10/21/2009,10,0.033
10/21/2009,11,0.035
10/21/2009,12,0.038
10/21/2009,13,0.040
10/21/2009,14,0.043
10/21/2009,15,0.046
10/21/2009,16,0.049
10/21/2009,17,0.052
10/21/2009,18,0.055
10/21/2009,19,0.059
10/21/2009,20,0.063
10/21/2009,21,0.067
10/21/2009,22,0.071
10/21/2009,23,0.076
10/21/2009,24,0.081
10/22/2009,1,0.018
10/22/2009,2,0.020
10/22/2009,3,0.021
10/22/2009,4,0.022
10/22/2009,5,0.024
10/22/2009,6,0.026
10/22/2009,7,0.027
10/22/2009,8,0.029
10/22/2009,9,0.031
10/22/2009,10,0.033
10/22/2009,11,0.035
10/22/2009,12,0.038
10/22/2009,13,0.040
10/22/2009,14,0.043
10/22/2009,15,0.046
10/22/2009,16,0.049
10/22/2009,17,0.052
10/22/2009,18,0.055
10/22/2009,19,0.059
10/22/2009,20,0.063
10/22/2009,21,0.067
10/22/2009,22,0.071
10/22/2009,23,0.076
10/22/2009,24,0.081
10/23/2009,1,0.018
10/23/2009,2,0.020
10/23/2009,3,0.021
10/23/2009,4,0.022
10/23/2009,5,0.024
10/23/2009,6,0.025
10/23/2009,7,0.027
10/23/2009,8,0.029
10/23/2009,9,0.031
10/23/2009,10,0.033
10/23/2009,11,0.035
10/23/2009,12,0.038
10/23/2009,13,0.040
10/23/2009,14,0.043
10/23/2009,15,0.046
10/23/2009,16,0.049
10/23/2009,17,0.052
10/23/2009,18,0.055
10/23/2009,19,0.059
10/23/2009,20,0.063
10/23/2009,21,0.067
10/23/2009,22,0.071
10/23/2009,23,0.076
10/23/2009,24,0.080
10/24/2009,1,0.018
10/24/2009,2,0.020
10/24/2009,3,0.021
10/24/2009,4,0.022
10/24/2009,5,0.024
10/24/2009,6,0.025
10/24/2009,7,0.027
10/24/2009,8,0.029
10/24/2009,9,0.031
10/24/2009,10,0.033
10/24/2009,11,0.035
10/24/2009,12,0.038
10/24/2009,13,0.040
10/24/2009,14,0.043
10/24/2009,15,0.046
10/24/2009,16,0.049
10/24/2009,17,0.052
10/24/2009,18,0.055
10/24/2009,19,0.059
10/24/2009,20,0.063
10/24/2009,21,0.067
10/24/2009,22,0.071
10/24/2009,23,0.076
10/24/2009,24,0.080
10/25/2009,1,0.018
10/25/2009,2,0.020
10/25/2009,3,0.021
10/25/2009,4,0.022
10/25/2009,5,0.024
10/25/2009,6,0.026
10/25/2009,7,0.027
10/25/2009,8,0.029
10/25/2009,9,0.031
10/25/2009,10,0.033
10/25/2009,11,0.035
10/25/2009,12,0.038
10/25/2009,13,0.040
10/25/2009,14,0.043
10/25/2009,15,0.046
10/25/2009,16,0.049
10/25/2009,17,0.052
10/25/2009,18,0.056
10/25/2009,19,0.059
10/25/2009,20,0.063
10/25/2009,21,0.067
10/25/2009,22,0.071
10/25/2009,23,0.076
10/25/2009,24,0.081
10/26/2009,1,0.018
10/26/2009,2,0.020
10/26/2009,3,0.021
10/26/2009,4,0.022
10/26/2009,5,0.024
10/26/2009,6,0.026
10/26/2009,7,0.027
10/26/2009,8,0.029
10/26/2009,9,0.031
10/26/2009,10,0.033
10/26/2009,11,0.035
10/26/2009,12,0.038
10/26/2009,13,0.040
10/26/2009,14,0.043
10/26/2009,15,0.046
10/26/2009,16,0.049
10/26/2009,17,0.052
10/26/2009,18,0.056
10/26/2009,19,0.059
10/26/2009,20,0.063
10/26/2009,21,0.067
10/26/2009,22,0.071
10/26/2009,23,0.076
10/26/2009,24,0.081
10/27/2009,1,0.018
10/27/2009,2,0.020
10/27/2009,3,0.021
10/27/2009,4,0.022
10/27/2009,5,0.024
10/27/2009,6,0.026
10/27/2009,7,0.027
10/27/2009,8,0.029
10/27/2009,9,0.031
10/27/2009,10,0.033
10/27/2009,11,0.035
10/27/2009,12,0.038
10/27/2009,13,0.040
10/27/2009,14,0.043
10/27/2009,15,0.046
10/27/2009,16,0.049
10/27/2009,17,0.052
10/27/2009,18,0.055
10/27/2009,19,0.059
10/27/2009,20,0.063
10/27/2009,21,0.067
10/27/2009,22,0.071
10/27/2009,23,0.076
10/27/2009,24,0.081
10/28/2009,1,0.018
10/28/2009,2,0.020
10/28/2009,3,0.021
10/28/2009,4,0.022
10/28/2009,5,0.024
10/28/2009,6,0.026
10/28/2009,7,0.027
10/28/2009,8,0.029
10/28/2009,9,0.031
10/28/2009,10,0.033
10/28/2009,11,0.035
10/28/2009,12,0.038
10/28/2009,13,0.040
10/28/2009,14,0.043
10/28/2009,15,0.046
10/28/2009,16,0.049
10/28/2009,17,0.052
10/28/2009,18,0.055
10/28/2009,19,0.059
10/28/2009,20,0.063
10/28/2009,21,0.067
10/28/2009,22,0.071
10/28/2009,23,0.076
10/28/2009,24,0.081
10/29/2009,1,0.018
10/29/2009,2,0.020
10/29/2009,3,0.021
10/29/2009,4,0.022
10/29/2009,5,0.024
10/29/2009,6,0.026
10/29/2009,7,0.027
10/29/2009,8,0.029
10/29/2009,9,0.031
10/29/2009,10,0.033
10/29/2009,11,0.035
10/29/2009,12,0.038
10/29/2009,13,0.040
10/29/2009,14,0.043
10/29/2009,15,0.046
10/29/2009,16,0.049
10/29/2009,17,0.052
10/29/2009,18,0.055
10/29/2009,19,0.059
10/29/2009,20,0.063
10/29/2009,21,0.067
10/29/2009,22,0.071
10/29/2009,23,0.076
10/29/2009,24,0.081
10/30/2009,1,0.018
10/30/2009,2,0.020
10/30/2009,3,0.021
10/30/2009,4,0.022
10/30/2009,5,0.024
10/30/2009,6,0.025
10/30/2009,7,0.027
10/30/2009,8,0.029
10/30/2009,9,0.031
10/30/2009,10,0.033
10/30/2009,11,0.035
10/30/2009,12,0.038
10/30/2009,13,0.040
10/30/2009,14,0.043
10/30/2009,15,0.046
10/30/2009,16,0.049
10/30/2009,17,0.052
10/30/2009,18,0.055
10/30/2009,19,0.059
10/30/2009,20,0.063
10/30/2009,21,0.067
10/30/2009,22,0.071
10/30/2009,23,0.076
10/30/2009,24,0.080
10/31/2009,1,0.018
10/31/2009,2,0.020
10/31/2009,3,0.021
10/31/2009,4,0.022
10/31/2009,5,0.024
10/31/2009,6,0.025
10/31/2009,7,0.027
10/31/2009,8,0.029
10/31/2009,9,0.031
10/31/2009,10,0.033
10/31/2009,11,0.035
10/31/2009,12,0.038
10/31/2009,13,0.040
10/31/2009,14,0.043
10/31/2009,15,0.046
10/31/2009,16,0.049
10/31/2009,17,0.052
10/31/2009,18,0.055
10/31/2009,19,0.059
10/31/2009,20,0.063
10/31/2009,21,0.067
10/31/2009,22,0.071
10/31/2009,23,0.076
10/31/2009,24,0.080
11/1/2009,1,0.018
11/1/2009,2,0.020
11/1/2009,2,0.020
11/1/2009,3,0.021
11/1/2009,4,0.023
11/1/2009,5,0.024
11/1/2009,6,0.026
11/1/2009,7,0.027
11/1/2009,8,0.029
11/1/2009,9,0.031
11/1/2009,10,0.033
11/1/2009,11,0.036
11/1/2009,12,0.038
11/1/2009,13,0.040
11/1/2009,14,0.043
11/1/2009,15,0.046
11/1/2009,16,0.049
11/1/2009,17,0.052
11/1/2009,18,0.056
11/1/2009,19,0.059
11/1/2009,20,0.063
11/1/2009,21,0.067
11/1/2009,22,0.072
11/1/2009,23,0.076
11/1/2009,24,0.081
11/2/2009,1,0.018
11/2/2009,2,0.020
11/2/2009,3,0.021
11/2/2009,4,0.022
11/2/2009,5,0.024
11/2/2009,6,0.026
11/2/2009,7,0.027
11/2/2009,8,0.029
11/2/2009,9,0.031
11/2/2009,10,0.033
11/2/2009,11,0.035
11/2/2009,12,0.038
11/2/2009,13,0.040
11/2/2009,14,0.043
11/2/2009,15,0.046
11/2/2009,16,0.049
11/2/2009,17,0.052
11/2/2009,18,0.056
11/2/2009,19,0.059
11/2/2009,20,0.063
11/2/2009,21,0.067
11/2/2009,22,0.071
11/2/2009,23,0.076
11/2/2009,24,0.081
11/3/2009,1,0.018
11/3/2009,2,0.020
11/3/2009,3,0.021
11/3/2009,4,0.022
11/3/2009,5,0.024
11/3/2009,6,0.026
11/3/2009,7,0.027
11/3/2009,8,0.029
11/3/2009,9,0.031
11/3/2009,10,0.033
11/3/2009,11,0.035
11/3/2009,12,0.038
11/3/2009,13,0.040
11/3/2009,14,0.043
11/3/2009,15,0.046
11/3/2009,16,0.049
11/3/2009,17,0.052
11/3/2009,18,0.056
11/3/2009,19,0.059
11/3/2009,20,0.063
11/3/2009,21,0.067
11/3/2009,22,0.071
11/3/2009,23,0.076
11/3/2009,24,0.081
11/4/2009,1,0.018
11/4/2009,2,0.020
11/4/2009,3,0.021
11/4/2009,4,0.022
11/4/2009,5,0.024
11/4/2009,6,0.026
11/4/2009,7,0.027
11/4/2009,8,0.029
11/4/2009,9,0.031
11/4/2009,10,0.033
11/4/2009,11,0.035
11/4/2009,12,0.038
11/4/2009,13,0.040
11/4/2009,14,0.043
11/4/2009,15,0.046
11/4/2009,16,0.049
11/4/2009,17,0.052
11/4/2009,18,0.055
11/4/2009,19,0.059
11/4/2009,20,0.063
11/4/2009,21,0.067
11/4/2009,22,0.071
11/4/2009,23,0.076
11/4/2009,24,0.081
11/5/2009,1,0.018
11/5/2009,2,0.020
11/5/2009,3,0.021
11/5/2009,4,0.022
11/5/2009,5,0.024
11/5/2009,6,0.026
11/5/2009,7,0.027
11/5/2009,8,0.029
11/5/2009,9,0.031
11/5/2009,10,0.033
11/5/2009,11,0.035
11/5/2009,12,0.038
11/5/2009,13,0.040
11/5/2009,14,0.043
11/5/2009,15,0.046
11/5/2009,16,0.049
11/5/2009,17,0.052
11/5/2009,18,0.055
11/5/2009,19,0.059
11/5/2009,20,0.063
11/5/2009,21,0.067
11/5/2009,22,0.071
11/5/2009,23,0.076
11/5/2009,24,0.081
11/6/2009,1,0.018
11/6/2009,2,0.020
11/6/2009,3,0.021
11/6/2009,4,0.022
11/6/2009,5,0.024
11/6/2009,6,0.026
11/6/2009,7,0.027
11/6/2009,8,0.029
11/6/2009,9,0.031
11/6/2009,10,0.033
11/6/2009,11,0.035
11/6/2009,12,0.038
11/6/2009,13,0.040
11/6/2009,14,0.043
11/6/2009,15,0.046
11/6/2009,16,0.049
11/6/2009,17,0.052
11/6/2009,18,0.055
11/6/2009,19,0.059
11/6/2009,20,0.063
11/6/2009,21,0.067
11/6/2009,22,0.071
11/6/2009,23,0.076
11/6/2009,24,0.081
11/7/2009,1,0.018
11/7/2009,2,0.020
11/7/2009,3,0.021
11/7/2009,4,0.022
11/7/2009,5,0.024
11/7/2009,6,0.026
11/7/2009,7,0.027
11/7/2009,8,0.029
11/7/2009,9,0.031
11/7/2009,10,0.033
11/7/2009,11,0.035
11/7/2009,12,0.038
11/7/2009,13,0.040
11/7/2009,14,0.043
11/7/2009,15,0.046
11/7/2009,16,0.049
11/7/2009,17,0.052
11/7/2009,18,0.055
11/7/2009,19,0.059
11/7/2009,20,0.063
11/7/2009,21,0.067
11/7/2009,22,0.071
11/7/2009,23,0.076
11/7/2009,24,0.081
11/8/2009,1,0.018
11/8/2009,2,0.020
11/8/2009,3,0.021
11/8/2009,4,0.023
11/8/2009,5,0.024
11/8/2009,6,0.026
11/8/2009,7,0.027
11/8/2009,8,0.029
11/8/2009,9,0.031
11/8/2009,10,0.033
11/8/2009,11,0.036
11/8/2009,12,0.038
11/8/2009,13,0.040
11/8/2009,14,0.043
11/8/2009,15,0.046
11/8/2009,16,0.049
11/8/2009,17,0.052
11/8/2009,18,0.056
11/8/2009,19,0.059
11/8/2009,20,0.063
11/8/2009,21,0.067
11/8/2009,22,0.072
11/8/2009,23,0.076
11/8/2009,24,0.081
11/9/2009,1,0.018
11/9/2009,2,0.020
11/9/2009,3,0.021
11/9/2009,4,0.022
11/9/2009,5,0.024
11/9/2009,6,0.026
11/9/2009,7,0.027
11/9/2009,8,0.029
11/9/2009,9,0.031
11/9/2009,10,0.033
11/9/2009,11,0.035
11/9/2009,12,0.038
11/9/2009,13,0.040
11/9/2009,14,0.043
11/9/2009,15,0.046
11/9/2009,16,0.049
11/9/2009,17,0.052
11/9/2009,18,0.056
11/9/2009,19,0.059
11/9/2009,20,0.063
11/9/2009,21,0.067
11/9/2009,22,0.071
11/9/2009,23,0.076
11/9/2009,24,0.081
11/10/2009,1,0.018
11/10/2009,2,0.020
11/10/2009,3,0.021
11/10/2009,4,0.022
11/10/2009,5,0.024
11/10/2009,6,0.026
11/10/2009,7,0.027
11/10/2009,8,0.029
11/10/2009,9,0.031
11/10/2009,10,0.033
11/10/2009,11,0.035
11/10/2009,12,0.038
